,Temperature,Pressure,Phase,Number Of Components,Component 1,Mole Fraction 1,Component 2,Mole Fraction 2,ExcessMolarVolume Value,ExcessMolarVolume Uncertainty,Density Value,Density Uncertainty,EnthalpyOfVaporization Value,EnthalpyOfVaporization Uncertainty,EnthalpyOfMixing Value,EnthalpyOfMixing Uncertainty,DielectricConstant Value,DielectricConstant Uncertainty
75,313.15 kelvin,101.0 kilopascal,2,2,C1COCCN1,0.2968,O,0.7032,,,,,,,-1041.6589941678903 kilogram * meter ** 2 / mole / second ** 2,17.135605291032025 kilogram * meter ** 2 / mole / second ** 2,,
76,298.15 kelvin,101.0 kilopascal,2,2,C1COCCN1,0.7149,O,0.2851,,,,,,,-870.0822629562172 kilogram * meter ** 2 / mole / second ** 2,16.055384719116 kilogram * meter ** 2 / mole / second ** 2,,
77,318.15 kelvin,101.3 kilopascal,2,2,O,0.997504,CCCOC(=O)C,0.002496,,,,,,,-9.784401003249513 kilogram * meter ** 2 / mole / second ** 2,15.133522269233268 kilogram * meter ** 2 / mole / second ** 2,,
78,298.15 kelvin,101.3 kilopascal,2,2,O,0.997803,CCCC(=O)OC,0.002197,,,,,,,7.8565133770462126 kilogram * meter ** 2 / mole / second ** 2,13.08241678596138 kilogram * meter ** 2 / mole / second ** 2,,
79,298.15 kelvin,101.0 kilopascal,2,2,C(COCCO)O,0.20020000000000004,O,0.7998,,,,,,,-165.96841276300984 kilogram * meter ** 2 / mole / second ** 2,19.188866782963863 kilogram * meter ** 2 / mole / second ** 2,,
80,298.15 kelvin,101.0 kilopascal,2,2,C(COCCO)O,0.7906,O,0.2094,,,,,,,-308.1938036380161 kilogram * meter ** 2 / mole / second ** 2,16.379780759862083 kilogram * meter ** 2 / mole / second ** 2,,
81,298.15 kelvin,101.325 kilopascal,2,1,C(CO)O,1.0,,,,,1.0549542836465124 gram / milliliter,0.00032197794921700007 gram / milliliter,63172.7442088818 kilogram * meter ** 2 / mole / second ** 2,129.20859161355366 kilogram * meter ** 2 / mole / second ** 2,,,,
82,303.15 kelvin,101.325 kilopascal,2,1,C(CO)O,1.0,,,,,1.0510116836760965 gram / milliliter,0.0002685573001986794 gram / milliliter,,,,,14.041967548273732 dimensionless,1.40611474965439 dimensionless
83,298.15 kelvin,101.325 kilopascal,2,1,C(CO)CO,1.0,,,,,1.036018841811448 gram / milliliter,0.0003249562754451793 gram / milliliter,75547.27300208187 kilogram * meter ** 2 / mole / second ** 2,233.52699343020092 kilogram * meter ** 2 / mole / second ** 2,,,,
84,298.15 kelvin,101.325 kilopascal,2,1,C(CCO)CO,1.0,,,,,1.0228214438517327 gram / milliliter,0.0004152541750793798 gram / milliliter,80035.76669431184 kilogram * meter ** 2 / mole / second ** 2,259.8449985808808 kilogram * meter ** 2 / mole / second ** 2,,,,
85,298.15 kelvin,101.325 kilopascal,2,1,c1ccccc1,1.0,,,,,0.8699715691439087 gram / milliliter,0.00032035499571549954 gram / milliliter,,,,,,
86,298.0 kelvin,101.325 kilopascal,6,1,c1ccccc1,1.0,,,,,,,35704.68779078837 kilogram * meter ** 2 / mole / second ** 2,231.51333944855665 kilogram * meter ** 2 / mole / second ** 2,,,,
87,303.15 kelvin,101.325 kilopascal,2,1,CCO,1.0,,,,,0.8044816825589373 gram / milliliter,0.00034830817122744387 gram / milliliter,,,,,9.911013600983994 dimensionless,1.3195601344608505 dimensionless
88,298.15 kelvin,101.325 kilopascal,2,1,CCCCOC(=O)C,1.0,,,,,0.9098798424203728 gram / milliliter,0.00036046819640972645 gram / milliliter,,,,,,
89,298.15 kelvin,101.325 kilopascal,2,1,CCC(=O)C,1.0,,,,,0.8041649843965157 gram / milliliter,0.00031762115009885644 gram / milliliter,,,,,,
90,298.15 kelvin,101.325 kilopascal,2,1,Cc1ccccc1N,1.0,,,,,1.0221750583469371 gram / milliliter,0.0003862677197213279 gram / milliliter,,,,,,
91,298.15 kelvin,101.325 kilopascal,2,1,C1CCOC1,1.0,,,,,0.8757431866164895 gram / milliliter,0.00035812184768197294 gram / milliliter,,,,,,
92,298.15 kelvin,101.325 kilopascal,2,1,C(C(F)(F)F)O,1.0,,,,,1.3679534483678253 gram / milliliter,0.0003773655230748639 gram / milliliter,,,,,,
93,298.15 kelvin,101.325 kilopascal,2,1,C1CCC(=O)CC1,1.0,,,,,0.959404345173071 gram / milliliter,0.000395964958884088 gram / milliliter,,,,,8.946109729880074 dimensionless,0.6967419815145721 dimensionless
94,298.15 kelvin,100.0 kilopascal,2,1,CC(C)(C)O,1.0,,,,,0.8909937104319877 gram / milliliter,0.0004019249319578732 gram / milliliter,,,,,1.84054256952584 dimensionless,0.158505546051345 dimensionless
95,298.15 kelvin,101.325 kilopascal,2,1,CCCOC(=O)C,1.0,,,,,0.9143400200320485 gram / milliliter,0.0003525849431450189 gram / milliliter,,,,,,
96,298.15 kelvin,101.325 kilopascal,2,1,CC(=O)OC,1.0,,,,,0.9150083091431308 gram / milliliter,0.00037907119380935477 gram / milliliter,,,,,,
97,300.15 kelvin,101.325 kilopascal,2,1,CCCO,1.0,,,,,0.822993864740211 gram / milliliter,0.0002257999455244169 gram / milliliter,,,,,9.277777788438032 dimensionless,1.235551964846176 dimensionless
98,303.15 kelvin,101.0 kilopascal,2,1,CS(=O)C,1.0,,,,,0.9469976186783845 gram / milliliter,9.996950336204498e-05 gram / milliliter,,,,,44.57933698057637 dimensionless,1.325817262590484 dimensionless
99,298.15 kelvin,101.0 kilopascal,2,1,CO,1.0,,,,,0.7426191023323733 gram / milliliter,0.00022829518002451387 gram / milliliter,,,,,20.2860959546191 dimensionless,1.1129212332571445 dimensionless
100,298.15 kelvin,101.325 kilopascal,2,1,c1ccncc1,1.0,,,,,0.9859805143533684 gram / milliliter,0.0003067772886116867 gram / milliliter,,,,,,
101,298.15 kelvin,101.325 kilopascal,2,1,COC=O,1.0,,,,,0.9147339233958027 gram / milliliter,0.00042430561231188293 gram / milliliter,,,,,,
102,298.15 kelvin,101.325 kilopascal,2,1,CCCCOC=O,1.0,,,,,0.9086095663748084 gram / milliliter,0.00038564659514796093 gram / milliliter,,,,,,
103,298.15 kelvin,101.325 kilopascal,2,1,C(=C(Cl)Cl)Cl,1.0,,,,,1.3978024481992608 gram / milliliter,0.0004349530374853879 gram / milliliter,,,,,,
104,295.15 kelvin,101.325 kilopascal,2,1,C(CBr)Br,1.0,,,,,2.1216469476626587 gram / milliliter,0.00038794683549514043 gram / milliliter,,,,,,
105,298.15 kelvin,101.325 kilopascal,2,1,CCCC(=O)OC,1.0,,,,,0.899156799798763 gram / milliliter,0.00036634616612945636 gram / milliliter,,,,,,
106,298.15 kelvin,101.325 kilopascal,2,1,C(Cl)(Cl)(Cl)Cl,1.0,,,,,1.6247074985721066 gram / milliliter,0.0004224921419028405 gram / milliliter,,,,,,
107,298.15 kelvin,101.325 kilopascal,2,1,C(C(F)(F)F)(C(F)(F)F)O,1.0,,,,,1.6356532585829153 gram / milliliter,0.0004325793306287667 gram / milliliter,,,,,,
108,298.15 kelvin,101.0 kilopascal,2,1,C(COCCO)O,1.0,,,,,1.0583748452499433 gram / milliliter,0.0003720060796529822 gram / milliliter,,,,,5.665656732504943 dimensionless,0.8361517677188328 dimensionless
109,298.15 kelvin,101.325 kilopascal,2,1,CCCCCCCl,1.0,,,,,0.8907485859570843 gram / milliliter,0.00036504198983914146 gram / milliliter,,,,,,
110,298.15 kelvin,101.325 kilopascal,2,1,Cc1ccncc1,1.0,,,,,0.9818154351699845 gram / milliliter,0.00030944229592348656 gram / milliliter,,,,,,
111,298.15 kelvin,101.325 kilopascal,2,1,CCC#N,1.0,,,,,0.8125018496345685 gram / milliliter,0.00034880062675634975 gram / milliliter,,,,,,
112,298.15 kelvin,101.325 kilopascal,2,1,C1COCCN1,1.0,,,,,0.9627961573712834 gram / milliliter,0.00032486538759159535 gram / milliliter,,,,,,
113,298.15 kelvin,101.325 kilopascal,2,1,Cc1cccnc1,1.0,,,,,0.9769752681181723 gram / milliliter,0.0003099337759760624 gram / milliliter,,,,,,
114,298.15 kelvin,101.325 kilopascal,2,1,Cn1ccnc1,1.0,,,,,1.0073500196823304 gram / milliliter,0.0002706313790101898 gram / milliliter,,,,,,
115,298.15 kelvin,101.325 kilopascal,2,1,CN1CCCCC1,1.0,,,,,0.8461081510947736 gram / milliliter,0.0003485362056082889 gram / milliliter,,,,,,
116,298.15 kelvin,101.325 kilopascal,2,1,Cc1cccc(n1)C,1.0,,,,,0.9662109414044072 gram / milliliter,0.000304945019379009 gram / milliliter,,,,,,
117,298.15 kelvin,101.325 kilopascal,6,1,COc1ccccn1,1.0,,,,,,,54418.18379688658 kilogram * meter ** 2 / mole / second ** 2,192.54135776541693 kilogram * meter ** 2 / mole / second ** 2,,,,
118,298.15 kelvin,101.325 kilopascal,6,1,COc1ccncc1,1.0,,,,,,,58464.64158190068 kilogram * meter ** 2 / mole / second ** 2,188.8083507791714 kilogram * meter ** 2 / mole / second ** 2,,,,
119,298.15 kelvin,101.325 kilopascal,6,1,CCOC(=O)/C=C(/C)\O,1.0,,,,,,,50590.530307290705 kilogram * meter ** 2 / mole / second ** 2,293.2003520815274 kilogram * meter ** 2 / mole / second ** 2,,,,
120,298.15 kelvin,101.325 kilopascal,6,1,c1ccc(c(c1)F)Cl,1.0,,,,,,,42142.09325458925 kilogram * meter ** 2 / mole / second ** 2,232.62646921218095 kilogram * meter ** 2 / mole / second ** 2,,,,
121,298.15 kelvin,101.325 kilopascal,6,1,c1cc(cc(c1)Cl)F,1.0,,,,,,,39937.32060175931 kilogram * meter ** 2 / mole / second ** 2,225.19425860566594 kilogram * meter ** 2 / mole / second ** 2,,,,
122,298.15 kelvin,101.325 kilopascal,6,1,c1ccc(c(c1)F)Br,1.0,,,,,,,44307.639493762756 kilogram * meter ** 2 / mole / second ** 2,230.47600896099505 kilogram * meter ** 2 / mole / second ** 2,,,,
123,298.15 kelvin,101.325 kilopascal,6,1,CC(=O)c1ccco1,1.0,,,,,,,46831.22654095147 kilogram * meter ** 2 / mole / second ** 2,254.29025163734403 kilogram * meter ** 2 / mole / second ** 2,,,,
124,298.15 kelvin,101.325 kilopascal,6,1,CC(=CCOC(=O)C)C,1.0,,,,,,,49221.00406604763 kilogram * meter ** 2 / mole / second ** 2,231.56861228584864 kilogram * meter ** 2 / mole / second ** 2,,,,
125,298.15 kelvin,101.325 kilopascal,6,1,C/C=C/C=C/COC(=O)C,1.0,,,,,,,59315.45008645976 kilogram * meter ** 2 / mole / second ** 2,325.66093960351697 kilogram * meter ** 2 / mole / second ** 2,,,,
126,298.15 kelvin,101.325 kilopascal,6,1,CC(=O)OCCc1ccccc1,1.0,,,,,,,71060.17609502678 kilogram * meter ** 2 / mole / second ** 2,355.1515612828258 kilogram * meter ** 2 / mole / second ** 2,,,,
127,298.15 kelvin,101.325 kilopascal,6,1,COc1cccc(c1)O,1.0,,,,,,,76060.7001877777 kilogram * meter ** 2 / mole / second ** 2,199.06896618343248 kilogram * meter ** 2 / mole / second ** 2,,,,
128,298.15 kelvin,101.325 kilopascal,6,1,COc1cccc(c1OC)O,1.0,,,,,,,75534.24187671824 kilogram * meter ** 2 / mole / second ** 2,331.4684369499289 kilogram * meter ** 2 / mole / second ** 2,,,,
129,298.15 kelvin,101.325 kilopascal,6,1,Cc1ccsc1C(=O)C,1.0,,,,,,,55381.26281198499 kilogram * meter ** 2 / mole / second ** 2,285.0907357497586 kilogram * meter ** 2 / mole / second ** 2,,,,
130,298.15 kelvin,101.325 kilopascal,6,1,Cc1cc(sc1)C(=O)C,1.0,,,,,,,56188.03476043358 kilogram * meter ** 2 / mole / second ** 2,275.3103614182953 kilogram * meter ** 2 / mole / second ** 2,,,,
131,298.15 kelvin,101.325 kilopascal,6,1,c1coc2c1C(=O)CCC2,1.0,,,,,,,59677.585261777574 kilogram * meter ** 2 / mole / second ** 2,289.1411676793886 kilogram * meter ** 2 / mole / second ** 2,,,,
132,298.15 kelvin,101.325 kilopascal,6,1,Cn1cccc1C(=O)OC,1.0,,,,,,,72766.45787791384 kilogram * meter ** 2 / mole / second ** 2,319.91958509276526 kilogram * meter ** 2 / mole / second ** 2,,,,
133,298.15 kelvin,101.325 kilopascal,6,1,CCOC(=O)c1cccs1,1.0,,,,,,,67180.93625226698 kilogram * meter ** 2 / mole / second ** 2,290.926161685573 kilogram * meter ** 2 / mole / second ** 2,,,,
134,298.15 kelvin,101.325 kilopascal,6,1,CCOC(=O)CN=[N+]=[N-],1.0,,,,,,,59801.80467191495 kilogram * meter ** 2 / mole / second ** 2,260.0213442299412 kilogram * meter ** 2 / mole / second ** 2,,,,
135,298.15 kelvin,101.325 kilopascal,6,1,Cc1ccc(s1)C=O,1.0,,,,,,,49405.839617553 kilogram * meter ** 2 / mole / second ** 2,178.7717425071755 kilogram * meter ** 2 / mole / second ** 2,,,,
136,298.15 kelvin,101.325 kilopascal,6,1,Cc1ccsc1C=O,1.0,,,,,,,53022.03803111468 kilogram * meter ** 2 / mole / second ** 2,166.08236502115585 kilogram * meter ** 2 / mole / second ** 2,,,,
137,298.15 kelvin,101.325 kilopascal,6,1,CCc1ccc(s1)C=O,1.0,,,,,,,52887.7011790654 kilogram * meter ** 2 / mole / second ** 2,273.194008288859 kilogram * meter ** 2 / mole / second ** 2,,,,
138,298.15 kelvin,101.325 kilopascal,6,1,c1cc(sc1)CC#N,1.0,,,,,,,61403.537392087026 kilogram * meter ** 2 / mole / second ** 2,233.2718676210262 kilogram * meter ** 2 / mole / second ** 2,,,,
139,298.15 kelvin,101.325 kilopascal,6,1,c1cscc1CC#N,1.0,,,,,,,59959.43183671477 kilogram * meter ** 2 / mole / second ** 2,176.09147144932604 kilogram * meter ** 2 / mole / second ** 2,,,,
140,298.15 kelvin,101.325 kilopascal,6,1,Cc1ccsc1C#N,1.0,,,,,,,54111.892394756265 kilogram * meter ** 2 / mole / second ** 2,239.22360972315985 kilogram * meter ** 2 / mole / second ** 2,,,,
141,298.15 kelvin,101.325 kilopascal,6,1,CC(=O)c1ccccc1OC,1.0,,,,,,,68034.85471050529 kilogram * meter ** 2 / mole / second ** 2,214.47616718182329 kilogram * meter ** 2 / mole / second ** 2,,,,
142,298.15 kelvin,101.325 kilopascal,6,1,CC(=O)c1cccc(c1)OC,1.0,,,,,,,73657.21139506932 kilogram * meter ** 2 / mole / second ** 2,323.6817676623246 kilogram * meter ** 2 / mole / second ** 2,,,,
