,Temperature,Pressure,Phase,Number Of Components,Component 1,Mole Fraction 1,Component 2,Mole Fraction 2,ExcessMolarVolume Value,ExcessMolarVolume Uncertainty,Density Value,Density Uncertainty,EnthalpyOfVaporization Value,EnthalpyOfVaporization Uncertainty,EnthalpyOfMixing Value,EnthalpyOfMixing Uncertainty,DielectricConstant Value,DielectricConstant Uncertainty
11,308.15 kelvin,101.0 kilopascal,2,2,Cc1ccccc1N,0.2681,c1ccncc1,0.7319,,,,,,,-1271.6584334319414 kilogram * meter ** 2 / mole / second ** 2,18.859591966598273 kilogram * meter ** 2 / mole / second ** 2,,
12,298.15 kelvin,101.0 kilopascal,2,2,Cc1ccccc1N,0.2374,c1ccncc1,0.7626,-3.779362947331781e-07 meter ** 3 / mole,1.7367031688243597e-08 meter ** 3 / mole,,,,,,,,
13,308.15 kelvin,101.0 kilopascal,2,2,Cc1ccccc1N,0.7735,c1ccncc1,0.2265000000000001,,,,,,,-959.7773610976292 kilogram * meter ** 2 / mole / second ** 2,16.629222519776278 kilogram * meter ** 2 / mole / second ** 2,,
14,298.15 kelvin,101.0 kilopascal,2,2,Cc1ccccc1N,0.7678,c1ccncc1,0.2322,-3.0376598497550817e-07 meter ** 3 / mole,1.7216067704228485e-08 meter ** 3 / mole,,,,,,,,
15,308.15 kelvin,101.0 kilopascal,2,2,Cc1ccccc1N,0.2715,Cc1ccncc1,0.7284999999999999,,,,,,,-1191.9636102963486 kilogram * meter ** 2 / mole / second ** 2,18.956470979657492 kilogram * meter ** 2 / mole / second ** 2,,
16,298.15 kelvin,101.0 kilopascal,2,2,Cc1ccccc1N,0.2655,Cc1ccncc1,0.7344999999999999,-3.6940879449124157e-07 meter ** 3 / mole,1.826189148462406e-08 meter ** 3 / mole,,,,,,,,
17,308.15 kelvin,101.0 kilopascal,2,2,Cc1ccccc1N,0.7827,Cc1ccncc1,0.21730000000000005,,,,,,,-811.8680089910195 kilogram * meter ** 2 / mole / second ** 2,18.168524686184618 kilogram * meter ** 2 / mole / second ** 2,,
18,298.15 kelvin,101.0 kilopascal,2,2,Cc1ccccc1N,0.7674,Cc1ccncc1,0.2326000000000001,-2.4661165942482127e-07 meter ** 3 / mole,1.7488082680417878e-08 meter ** 3 / mole,,,,,,,,
19,298.15 kelvin,101.0 kilopascal,2,2,CS(=O)C,0.22030000000000005,CCC(=O)C,0.7797,,,,,,,222.04341579439279 kilogram * meter ** 2 / mole / second ** 2,16.6406142510395 kilogram * meter ** 2 / mole / second ** 2,,
20,303.15 kelvin,101.0 kilopascal,2,2,CS(=O)C,0.212,CCC(=O)C,0.7879999999999999,-2.9590210416867815e-07 meter ** 3 / mole,1.7049258346864633e-08 meter ** 3 / mole,,,,,,,,
21,298.15 kelvin,101.0 kilopascal,2,2,CS(=O)C,0.7615000000000001,CCC(=O)C,0.2385,,,,,,,260.50334739516256 kilogram * meter ** 2 / mole / second ** 2,16.83360788133819 kilogram * meter ** 2 / mole / second ** 2,,
22,303.15 kelvin,101.0 kilopascal,2,2,CS(=O)C,0.7340000000000001,CCC(=O)C,0.266,-3.3687204396999886e-07 meter ** 3 / mole,1.915160838764106e-08 meter ** 3 / mole,,,,,,,,
23,298.15 kelvin,101.0 kilopascal,2,2,CS(=O)C,0.2762,C1CCC(=O)CC1,0.7238,,,,,,,461.7573417060589 kilogram * meter ** 2 / mole / second ** 2,18.183970892213217 kilogram * meter ** 2 / mole / second ** 2,,
24,303.15 kelvin,101.0 kilopascal,2,2,CS(=O)C,0.2241,C1CCC(=O)CC1,0.7759,1.3123924349688293e-07 meter ** 3 / mole,1.6461385604121968e-08 meter ** 3 / mole,,,,,,,,
25,298.15 kelvin,101.0 kilopascal,2,2,CS(=O)C,0.7569,C1CCC(=O)CC1,0.2431,,,,,,,409.6755467342955 kilogram * meter ** 2 / mole / second ** 2,17.0226231017502 kilogram * meter ** 2 / mole / second ** 2,,
26,303.15 kelvin,101.0 kilopascal,2,2,CS(=O)C,0.7218,C1CCC(=O)CC1,0.2782,9.956537660559938e-08 meter ** 3 / mole,1.7067632723806107e-08 meter ** 3 / mole,,,,,,,,
27,299.15 kelvin,101.32 kilopascal,2,2,CC(C)(C)O,0.27780000000000005,COC=O,0.7222,3.3906062147527193e-07 meter ** 3 / mole,1.4020669211079316e-08 meter ** 3 / mole,,,,,1043.4418154373925 kilogram * meter ** 2 / mole / second ** 2,19.176750643440833 kilogram * meter ** 2 / mole / second ** 2,,
28,299.15 kelvin,101.32 kilopascal,2,2,CC(C)(C)O,0.7127,COC=O,0.2873,,,,,,,1035.3605073469917 kilogram * meter ** 2 / mole / second ** 2,17.826561535881254 kilogram * meter ** 2 / mole / second ** 2,,
29,299.15 kelvin,101.32 kilopascal,2,2,CC(C)(C)O,0.7581,COC=O,0.2419,3.6294220476986035e-07 meter ** 3 / mole,1.6883857475606715e-08 meter ** 3 / mole,,,,,,,,
30,303.15 kelvin,101.32 kilopascal,2,2,CC(C)(C)O,0.25680000000000003,CC(=O)OC,0.7432,2.961963923659236e-07 meter ** 3 / mole,1.9491473607066962e-08 meter ** 3 / mole,,,,,,,,
31,318.15 kelvin,101.32 kilopascal,2,2,CC(C)(C)O,0.2372,CC(=O)OC,0.7628,,,,,,,350.70912562765443 kilogram * meter ** 2 / mole / second ** 2,17.62885085511843 kilogram * meter ** 2 / mole / second ** 2,,
32,303.15 kelvin,101.32 kilopascal,2,2,CC(C)(C)O,0.7519,CC(=O)OC,0.2481,3.7458323497708526e-07 meter ** 3 / mole,1.703612662763617e-08 meter ** 3 / mole,,,,,,,,
33,318.15 kelvin,101.32 kilopascal,2,2,CC(C)(C)O,0.7696000000000001,CC(=O)OC,0.2304,,,,,,,289.8748616360317 kilogram * meter ** 2 / mole / second ** 2,16.27675072619135 kilogram * meter ** 2 / mole / second ** 2,,
34,303.15 kelvin,101.325 kilopascal,2,2,C(CBr)Br,0.2077,C(=C(Cl)Cl)Cl,0.7923,-2.3781811175212187e-07 meter ** 3 / mole,1.7273805679573856e-08 meter ** 3 / mole,,,,,,,,
35,303.15 kelvin,101.325 kilopascal,2,2,C(CBr)Br,0.7903,C(=C(Cl)Cl)Cl,0.2097,-2.554041901614329e-07 meter ** 3 / mole,1.6237434306500435e-08 meter ** 3 / mole,,,,,,,,
36,298.15 kelvin,101.3 kilopascal,2,2,C1CCOC1,0.212,C(C(F)(F)F)O,0.7879999999999999,,,,,,,-1399.883297132983 kilogram * meter ** 2 / mole / second ** 2,16.33379429394615 kilogram * meter ** 2 / mole / second ** 2,,
37,298.15 kelvin,101.3 kilopascal,2,2,C1CCOC1,0.7170000000000001,C(C(F)(F)F)O,0.28300000000000003,,,,,,,-1660.6700189120747 kilogram * meter ** 2 / mole / second ** 2,17.87841140152014 kilogram * meter ** 2 / mole / second ** 2,,
38,298.15 kelvin,101.0 kilopascal,2,2,C(C(F)(F)F)O,0.29705,CO,0.70295,,,,,,,-474.96695099334465 kilogram * meter ** 2 / mole / second ** 2,18.0007209026706 kilogram * meter ** 2 / mole / second ** 2,,
39,298.15 kelvin,101.0 kilopascal,2,2,C(C(F)(F)F)O,0.70985,CO,0.29015,,,,,,,-409.3584943706228 kilogram * meter ** 2 / mole / second ** 2,17.893917300450234 kilogram * meter ** 2 / mole / second ** 2,,
40,298.15 kelvin,101.0 kilopascal,2,2,C(C(F)(F)F)O,0.29919,CCO,0.7008099999999999,,,,,,,-532.2476012140032 kilogram * meter ** 2 / mole / second ** 2,18.39337890689217 kilogram * meter ** 2 / mole / second ** 2,,
41,298.15 kelvin,101.0 kilopascal,2,2,C(C(F)(F)F)O,0.79638,CCO,0.20362,,,,,,,-256.79448476806283 kilogram * meter ** 2 / mole / second ** 2,16.24615828804576 kilogram * meter ** 2 / mole / second ** 2,,
42,298.15 kelvin,101.0 kilopascal,2,2,C(C(F)(F)F)O,0.20133,CCCO,0.79867,,,,,,,-417.7771634141245 kilogram * meter ** 2 / mole / second ** 2,17.487610571797543 kilogram * meter ** 2 / mole / second ** 2,,
43,298.15 kelvin,101.0 kilopascal,2,2,C(C(F)(F)F)O,0.79867,CCCO,0.20133,,,,,,,-234.2670471437741 kilogram * meter ** 2 / mole / second ** 2,16.1064628715414 kilogram * meter ** 2 / mole / second ** 2,,
44,298.15 kelvin,101.0 kilopascal,2,2,CCC#N,0.2551,C(Cl)(Cl)(Cl)Cl,0.7449,,,,,,,947.622831771793 kilogram * meter ** 2 / mole / second ** 2,17.75677555071531 kilogram * meter ** 2 / mole / second ** 2,,
45,298.15 kelvin,101.0 kilopascal,2,2,CCC#N,0.7326,C(Cl)(Cl)(Cl)Cl,0.2674,,,,,,,736.963742829148 kilogram * meter ** 2 / mole / second ** 2,15.747204292485927 kilogram * meter ** 2 / mole / second ** 2,,
46,298.15 kelvin,101.0 kilopascal,2,2,O,0.2554,C(CO)CO,0.7446,-2.1210391162809902e-08 meter ** 3 / mole,1.5014619987515688e-08 meter ** 3 / mole,,,,,,,,
47,298.15 kelvin,101.0 kilopascal,2,2,C(CO)CO,0.2087,O,0.7913,,,,,,,496.614443453258 kilogram * meter ** 2 / mole / second ** 2,18.354289475539137 kilogram * meter ** 2 / mole / second ** 2,,
48,298.15 kelvin,101.0 kilopascal,2,2,O,0.7551,C(CO)CO,0.2449,3.485706348790884e-08 meter ** 3 / mole,1.5887173436673378e-08 meter ** 3 / mole,,,,,,,,
49,298.15 kelvin,101.0 kilopascal,2,2,C(CO)CO,0.743,O,0.257,,,,,,,165.10448796600758 kilogram * meter ** 2 / mole / second ** 2,16.115532577502528 kilogram * meter ** 2 / mole / second ** 2,,
50,298.15 kelvin,101.0 kilopascal,2,2,C(CCO)CO,0.2658,O,0.7342,,,,,,,557.9959205290761 kilogram * meter ** 2 / mole / second ** 2,17.115340997182688 kilogram * meter ** 2 / mole / second ** 2,,
51,298.15 kelvin,101.0 kilopascal,2,2,O,0.2297,C(CCO)CO,0.7703,-4.826898279987053e-08 meter ** 3 / mole,1.5270667146666125e-08 meter ** 3 / mole,,,,,,,,
52,298.15 kelvin,101.0 kilopascal,2,2,O,0.7847,C(CCO)CO,0.2153,8.437075383275333e-09 meter ** 3 / mole,1.512579008342534e-08 meter ** 3 / mole,,,,,,,,
53,298.15 kelvin,101.0 kilopascal,2,2,C(CCO)CO,0.7947,O,0.20530000000000004,,,,,,,84.38543341256536 kilogram * meter ** 2 / mole / second ** 2,16.27693379230518 kilogram * meter ** 2 / mole / second ** 2,,
54,298.15 kelvin,101.0 kilopascal,2,2,CO,0.2,O,0.8,,,,,,,111.73855281441865 kilogram * meter ** 2 / mole / second ** 2,16.38517557608317 kilogram * meter ** 2 / mole / second ** 2,,
55,298.15 kelvin,100.0 kilopascal,2,2,O,0.25,CO,0.75,-1.3785291489047734e-07 meter ** 3 / mole,1.4010418114649488e-08 meter ** 3 / mole,,,,,,,,
56,298.15 kelvin,101.0 kilopascal,2,2,CO,0.8,O,0.2,,,,,,,2.4297658222426435 kilogram * meter ** 2 / mole / second ** 2,15.795844905854441 kilogram * meter ** 2 / mole / second ** 2,,
57,298.15 kelvin,100.0 kilopascal,2,2,O,0.75,CO,0.25,-1.949461391520494e-07 meter ** 3 / mole,1.4455856426042196e-08 meter ** 3 / mole,,,,,,,,
58,298.15 kelvin,101.0 kilopascal,2,2,C(C(F)(F)F)(C(F)(F)F)O,0.205,O,0.795,4.6379629112651443e-07 meter ** 3 / mole,1.5532700258320122e-08 meter ** 3 / mole,,,,,,,,
59,298.15 kelvin,101.0 kilopascal,2,2,C(C(F)(F)F)(C(F)(F)F)O,0.8065,O,0.1935,2.9966347286081705e-07 meter ** 3 / mole,1.5665001860284234e-08 meter ** 3 / mole,,,,,,,,
60,298.15 kelvin,101.0 kilopascal,2,2,CN1CCCCC1,0.2452,O,0.7548,-2.7875259413828783e-07 meter ** 3 / mole,1.632848004407564e-08 meter ** 3 / mole,,,,,,,,
61,298.15 kelvin,101.0 kilopascal,2,2,CN1CCCCC1,0.004409000000000001,O,0.995591,,,,,,,-37.24352315561919 kilogram * meter ** 2 / mole / second ** 2,16.014294045012203 kilogram * meter ** 2 / mole / second ** 2,,
62,308.15 kelvin,101.0 kilopascal,2,2,CN1CCCCC1,0.78,O,0.22,-2.068655288098829e-07 meter ** 3 / mole,1.4847277735994503e-08 meter ** 3 / mole,,,,,,,,
63,298.15 kelvin,101.0 kilopascal,2,2,C(CO)O,0.25008,O,0.7499199999999999,-3.575822954910915e-08 meter ** 3 / mole,1.3581727915050066e-08 meter ** 3 / mole,,,,,,,,
64,298.15 kelvin,101.0 kilopascal,2,2,C(CO)O,0.20509999999999995,O,0.7949,,,,,,,347.2944577594062 kilogram * meter ** 2 / mole / second ** 2,15.460949333480064 kilogram * meter ** 2 / mole / second ** 2,,
65,298.15 kelvin,101.0 kilopascal,2,2,C(CO)O,0.7908999999999999,O,0.2091,,,,,,,119.4545098906965 kilogram * meter ** 2 / mole / second ** 2,16.477702241407652 kilogram * meter ** 2 / mole / second ** 2,,
66,298.15 kelvin,101.0 kilopascal,2,2,C(CO)O,0.77876,O,0.22124,-4.063748742820164e-08 meter ** 3 / mole,1.2858623581105987e-08 meter ** 3 / mole,,,,,,,,
67,298.15 kelvin,101.0 kilopascal,2,2,C(C(F)(F)F)O,0.29878000000000005,O,0.70122,,,,,,,800.4392366776046 kilogram * meter ** 2 / mole / second ** 2,14.27221869565001 kilogram * meter ** 2 / mole / second ** 2,,
68,298.15 kelvin,101.0 kilopascal,2,2,C(C(F)(F)F)O,0.7077899999999999,O,0.29220999999999997,,,,,,,539.6231306779227 kilogram * meter ** 2 / mole / second ** 2,16.38466669544735 kilogram * meter ** 2 / mole / second ** 2,,
69,297.15 kelvin,101.0 kilopascal,2,2,c1ccncc1,0.27,O,0.73,,,,,,,50.88205914642458 kilogram * meter ** 2 / mole / second ** 2,17.343746475920497 kilogram * meter ** 2 / mole / second ** 2,,
70,297.15 kelvin,101.0 kilopascal,2,2,c1ccncc1,0.75,O,0.25,,,,,,,158.15358148116866 kilogram * meter ** 2 / mole / second ** 2,15.311614932673496 kilogram * meter ** 2 / mole / second ** 2,,
71,298.15 kelvin,101.0 kilopascal,2,2,Cn1ccnc1,0.006766,O,0.993234,,,,,,,-4.027567021723371 kilogram * meter ** 2 / mole / second ** 2,14.159060544359669 kilogram * meter ** 2 / mole / second ** 2,,
72,298.15 kelvin,101.0 kilopascal,2,2,Cc1cccnc1,0.005509,O,0.994491,,,,,,,21.07684538086687 kilogram * meter ** 2 / mole / second ** 2,12.325139363417087 kilogram * meter ** 2 / mole / second ** 2,,
73,298.15 kelvin,101.0 kilopascal,2,2,Cc1ccncc1,0.005492,O,0.994508,,,,,,,16.86124484872562 kilogram * meter ** 2 / mole / second ** 2,15.452103417381183 kilogram * meter ** 2 / mole / second ** 2,,
74,298.15 kelvin,101.0 kilopascal,2,2,Cc1cccc(n1)C,0.004618,O,0.995382,,,,,,,1.1971582875339664 kilogram * meter ** 2 / mole / second ** 2,14.277539456074791 kilogram * meter ** 2 / mole / second ** 2,,
75,313.15 kelvin,101.0 kilopascal,2,2,C1COCCN1,0.2968,O,0.7032,,,,,,,-1197.5761674472633 kilogram * meter ** 2 / mole / second ** 2,17.53049481236441 kilogram * meter ** 2 / mole / second ** 2,,
76,298.15 kelvin,101.0 kilopascal,2,2,C1COCCN1,0.7149,O,0.2851,,,,,,,-1209.7870556075359 kilogram * meter ** 2 / mole / second ** 2,17.127224341854454 kilogram * meter ** 2 / mole / second ** 2,,
77,318.15 kelvin,101.3 kilopascal,2,2,O,0.997504,CCCOC(=O)C,0.002496,,,,,,,14.89960587553287 kilogram * meter ** 2 / mole / second ** 2,13.706304229519604 kilogram * meter ** 2 / mole / second ** 2,,
78,298.15 kelvin,101.3 kilopascal,2,2,O,0.997803,CCCC(=O)OC,0.002197,,,,,,,-8.4602750017184 kilogram * meter ** 2 / mole / second ** 2,14.121677512568352 kilogram * meter ** 2 / mole / second ** 2,,
79,298.15 kelvin,101.0 kilopascal,2,2,C(COCCO)O,0.20020000000000004,O,0.7998,,,,,,,161.67996582287287 kilogram * meter ** 2 / mole / second ** 2,19.39620317225507 kilogram * meter ** 2 / mole / second ** 2,,
80,298.15 kelvin,101.0 kilopascal,2,2,C(COCCO)O,0.7906,O,0.2094,,,,,,,17.516299451250234 kilogram * meter ** 2 / mole / second ** 2,16.183941295823473 kilogram * meter ** 2 / mole / second ** 2,,
81,298.15 kelvin,101.325 kilopascal,2,1,C(CO)O,1.0,,,,,1.1181630229990134 gram / milliliter,0.00034302080544562863 gram / milliliter,60692.14986681916 kilogram * meter ** 2 / mole / second ** 2,197.9640236312824 kilogram * meter ** 2 / mole / second ** 2,,,,
82,303.15 kelvin,101.325 kilopascal,2,1,C(CO)O,1.0,,,,,1.1134400150965167 gram / milliliter,0.0001945862155453075 gram / milliliter,,,,,22.060882325153468 dimensionless,1.2489963166790852 dimensionless
83,298.15 kelvin,101.325 kilopascal,2,1,C(CO)CO,1.0,,,,,1.0528485934921277 gram / milliliter,0.0003328361346277246 gram / milliliter,67152.38777783181 kilogram * meter ** 2 / mole / second ** 2,302.4185911165849 kilogram * meter ** 2 / mole / second ** 2,,,,
84,298.15 kelvin,101.325 kilopascal,2,1,C(CCO)CO,1.0,,,,,1.0180552006501138 gram / milliliter,0.0003590764993133033 gram / milliliter,75241.37269975446 kilogram * meter ** 2 / mole / second ** 2,430.31183949878215 kilogram * meter ** 2 / mole / second ** 2,,,,
85,298.15 kelvin,101.325 kilopascal,2,1,c1ccccc1,1.0,,,,,0.8514719266451996 gram / milliliter,0.00023908917389750176 gram / milliliter,,,,,,
86,298.0 kelvin,101.325 kilopascal,6,1,c1ccccc1,1.0,,,,,,,31225.10617709944 kilogram * meter ** 2 / mole / second ** 2,218.00818423205624 kilogram * meter ** 2 / mole / second ** 2,,,,
87,303.15 kelvin,101.325 kilopascal,2,1,CCO,1.0,,,,,0.7800767117737029 gram / milliliter,0.0002893497216030607 gram / milliliter,,,,,12.977619362351371 dimensionless,1.1746349322282155 dimensionless
88,298.15 kelvin,101.325 kilopascal,2,1,CCCCOC(=O)C,1.0,,,,,0.8844741600624146 gram / milliliter,0.00025349814697993246 gram / milliliter,,,,,,
89,298.15 kelvin,101.325 kilopascal,2,1,CCC(=O)C,1.0,,,,,0.7762613907744099 gram / milliliter,0.0002182047598997835 gram / milliliter,,,,,,
90,298.15 kelvin,101.325 kilopascal,2,1,Cc1ccccc1N,1.0,,,,,1.0095830768173264 gram / milliliter,0.00033641345777503845 gram / milliliter,,,,,,
91,298.15 kelvin,101.325 kilopascal,2,1,C1CCOC1,1.0,,,,,0.8903049755927446 gram / milliliter,0.00032010162156572385 gram / milliliter,,,,,,
92,298.15 kelvin,101.325 kilopascal,2,1,C(C(F)(F)F)O,1.0,,,,,1.3566008255331456 gram / milliliter,0.00038745495520348014 gram / milliliter,,,,,,
93,298.15 kelvin,101.325 kilopascal,2,1,C1CCC(=O)CC1,1.0,,,,,0.9204833729460654 gram / milliliter,0.00030879536516535265 gram / milliliter,,,,,11.723167097805375 dimensionless,1.3276146470356323 dimensionless
94,298.15 kelvin,100.0 kilopascal,2,1,CC(C)(C)O,1.0,,,,,0.8012776543008714 gram / milliliter,0.0003750455411831688 gram / milliliter,,,,,2.5857160658840286 dimensionless,0.29814734519688285 dimensionless
95,298.15 kelvin,101.325 kilopascal,2,1,CCCOC(=O)C,1.0,,,,,0.8953779257973989 gram / milliliter,0.0002915878100550377 gram / milliliter,,,,,,
96,298.15 kelvin,101.325 kilopascal,2,1,CC(=O)OC,1.0,,,,,0.9550991361495574 gram / milliliter,0.00022989092824766884 gram / milliliter,,,,,,
97,300.15 kelvin,101.325 kilopascal,2,1,CCCO,1.0,,,,,0.790822375861832 gram / milliliter,0.00032469456892117617 gram / milliliter,,,,,9.228362869053727 dimensionless,1.24827326437066 dimensionless
98,303.15 kelvin,101.0 kilopascal,2,1,CS(=O)C,1.0,,,,,1.0868136951332152 gram / milliliter,8.658696893389219e-05 gram / milliliter,,,,,54.780077229497856 dimensionless,1.4874511549044778 dimensionless
99,298.15 kelvin,101.0 kilopascal,2,1,CO,1.0,,,,,0.7816476654461819 gram / milliliter,0.00031877631078522844 gram / milliliter,,,,,20.953635943437078 dimensionless,0.9617146512670104 dimensionless
100,298.15 kelvin,101.325 kilopascal,2,1,c1ccncc1,1.0,,,,,0.9762804307488064 gram / milliliter,0.0003564168775963351 gram / milliliter,,,,,,
101,298.15 kelvin,101.325 kilopascal,2,1,COC=O,1.0,,,,,1.035097110135458 gram / milliliter,0.0004036069202294427 gram / milliliter,,,,,,
102,298.15 kelvin,101.325 kilopascal,2,1,CCCCOC=O,1.0,,,,,0.9132296403018222 gram / milliliter,0.0002703111780722138 gram / milliliter,,,,,,
103,298.15 kelvin,101.325 kilopascal,2,1,C(=C(Cl)Cl)Cl,1.0,,,,,1.383049383776741 gram / milliliter,0.00041949140753620495 gram / milliliter,,,,,,
104,295.15 kelvin,101.325 kilopascal,2,1,C(CBr)Br,1.0,,,,,2.1774463356219593 gram / milliliter,0.0003823919198891227 gram / milliliter,,,,,,
105,298.15 kelvin,101.325 kilopascal,2,1,CCCC(=O)OC,1.0,,,,,0.9029820091508426 gram / milliliter,0.0002880105050683361 gram / milliliter,,,,,,
106,298.15 kelvin,101.325 kilopascal,2,1,C(Cl)(Cl)(Cl)Cl,1.0,,,,,1.5685210717375742 gram / milliliter,0.0003775925058646584 gram / milliliter,,,,,,
107,298.15 kelvin,101.325 kilopascal,2,1,C(C(F)(F)F)(C(F)(F)F)O,1.0,,,,,1.5654968109770564 gram / milliliter,0.0003848676975448307 gram / milliliter,,,,,,
108,298.15 kelvin,101.0 kilopascal,2,1,C(COCCO)O,1.0,,,,,1.1435710235812053 gram / milliliter,0.0001911924948961045 gram / milliliter,,,,,15.071810779727059 dimensionless,1.4278894812459215 dimensionless
109,298.15 kelvin,101.325 kilopascal,2,1,CCCCCCCl,1.0,,,,,0.8475847246734168 gram / milliliter,0.0002995503727822441 gram / milliliter,,,,,,
110,298.15 kelvin,101.325 kilopascal,2,1,Cc1ccncc1,1.0,,,,,0.9389292390274862 gram / milliliter,0.0003073260497227379 gram / milliliter,,,,,,
111,298.15 kelvin,101.325 kilopascal,2,1,CCC#N,1.0,,,,,0.7699134542461112 gram / milliliter,0.0003008414189687205 gram / milliliter,,,,,,
112,298.15 kelvin,101.325 kilopascal,2,1,C1COCCN1,1.0,,,,,1.0835198827842292 gram / milliliter,0.0002994525586786124 gram / milliliter,,,,,,
113,298.15 kelvin,101.325 kilopascal,2,1,Cc1cccnc1,1.0,,,,,0.9348419344226901 gram / milliliter,0.00020028851543411002 gram / milliliter,,,,,,
114,298.15 kelvin,101.325 kilopascal,2,1,Cn1ccnc1,1.0,,,,,1.0475903417280945 gram / milliliter,0.00031828200305341123 gram / milliliter,,,,,,
115,298.15 kelvin,101.325 kilopascal,2,1,CN1CCCCC1,1.0,,,,,0.8536220915380792 gram / milliliter,0.000280904743404672 gram / milliliter,,,,,,
116,298.15 kelvin,101.325 kilopascal,2,1,Cc1cccc(n1)C,1.0,,,,,0.9128647189463597 gram / milliliter,0.0002857245554609393 gram / milliliter,,,,,,
117,298.15 kelvin,101.325 kilopascal,6,1,COc1ccccn1,1.0,,,,,,,53608.89908974825 kilogram * meter ** 2 / mole / second ** 2,172.4923268434656 kilogram * meter ** 2 / mole / second ** 2,,,,
118,298.15 kelvin,101.325 kilopascal,6,1,COc1ccncc1,1.0,,,,,,,59024.80842422753 kilogram * meter ** 2 / mole / second ** 2,266.9867033850877 kilogram * meter ** 2 / mole / second ** 2,,,,
119,298.15 kelvin,101.325 kilopascal,6,1,CCOC(=O)/C=C(/C)\O,1.0,,,,,,,57579.018355180546 kilogram * meter ** 2 / mole / second ** 2,299.92979357190495 kilogram * meter ** 2 / mole / second ** 2,,,,
120,298.15 kelvin,101.325 kilopascal,6,1,c1ccc(c(c1)F)Cl,1.0,,,,,,,41054.06738473288 kilogram * meter ** 2 / mole / second ** 2,252.61920286832793 kilogram * meter ** 2 / mole / second ** 2,,,,
121,298.15 kelvin,101.325 kilopascal,6,1,c1cc(cc(c1)Cl)F,1.0,,,,,,,38790.18655062122 kilogram * meter ** 2 / mole / second ** 2,159.27917656451748 kilogram * meter ** 2 / mole / second ** 2,,,,
122,298.15 kelvin,101.325 kilopascal,6,1,c1ccc(c(c1)F)Br,1.0,,,,,,,45801.222398441045 kilogram * meter ** 2 / mole / second ** 2,243.76967579421708 kilogram * meter ** 2 / mole / second ** 2,,,,
123,298.15 kelvin,101.325 kilopascal,6,1,CC(=O)c1ccco1,1.0,,,,,,,52541.865409288854 kilogram * meter ** 2 / mole / second ** 2,137.43185142067415 kilogram * meter ** 2 / mole / second ** 2,,,,
