,Temperature,Pressure,Phase,Number Of Components,Component 1,Mole Fraction 1,Component 2,Mole Fraction 2,ExcessMolarVolume Value,ExcessMolarVolume Uncertainty,Density Value,Density Uncertainty,EnthalpyOfVaporization Value,EnthalpyOfVaporization Uncertainty,EnthalpyOfMixing Value,EnthalpyOfMixing Uncertainty,DielectricConstant Value,DielectricConstant Uncertainty
26,303.15 kelvin,101.0 kilopascal,2,2,CS(=O)C,0.7218,C1CCC(=O)CC1,0.2782,1.4692766437006594e-07 meter ** 3 / mole,1.8697886094589856e-08 meter ** 3 / mole,,,,,,,,
27,299.15 kelvin,101.32 kilopascal,2,2,CC(C)(C)O,0.27780000000000005,COC=O,0.7222,4.82738609128828e-07 meter ** 3 / mole,1.782884780573153e-08 meter ** 3 / mole,,,,,759.2343720983117 kilogram * meter ** 2 / mole / second ** 2,16.936528225278742 kilogram * meter ** 2 / mole / second ** 2,,
28,299.15 kelvin,101.32 kilopascal,2,2,CC(C)(C)O,0.7127,COC=O,0.2873,,,,,,,797.9054593813526 kilogram * meter ** 2 / mole / second ** 2,18.370404089467808 kilogram * meter ** 2 / mole / second ** 2,,
29,299.15 kelvin,101.32 kilopascal,2,2,CC(C)(C)O,0.7581,COC=O,0.2419,4.359421200033405e-07 meter ** 3 / mole,1.751044234337988e-08 meter ** 3 / mole,,,,,,,,
30,303.15 kelvin,101.32 kilopascal,2,2,CC(C)(C)O,0.25680000000000003,CC(=O)OC,0.7432,3.669887818654431e-07 meter ** 3 / mole,1.731878112967739e-08 meter ** 3 / mole,,,,,,,,
31,318.15 kelvin,101.32 kilopascal,2,2,CC(C)(C)O,0.2372,CC(=O)OC,0.7628,,,,,,,133.42744743949152 kilogram * meter ** 2 / mole / second ** 2,16.68147180117653 kilogram * meter ** 2 / mole / second ** 2,,
32,303.15 kelvin,101.32 kilopascal,2,2,CC(C)(C)O,0.7519,CC(=O)OC,0.2481,3.039845294105256e-07 meter ** 3 / mole,1.6619764690626368e-08 meter ** 3 / mole,,,,,,,,
33,318.15 kelvin,101.32 kilopascal,2,2,CC(C)(C)O,0.7696000000000001,CC(=O)OC,0.2304,,,,,,,79.01084477084805 kilogram * meter ** 2 / mole / second ** 2,17.666499594790533 kilogram * meter ** 2 / mole / second ** 2,,
34,303.15 kelvin,101.325 kilopascal,2,2,C(CBr)Br,0.2077,C(=C(Cl)Cl)Cl,0.7923,-1.0019826797044403e-07 meter ** 3 / mole,1.5028524267816693e-08 meter ** 3 / mole,,,,,,,,
35,303.15 kelvin,101.325 kilopascal,2,2,C(CBr)Br,0.7903,C(=C(Cl)Cl)Cl,0.2097,-8.722209470051455e-08 meter ** 3 / mole,1.3961699130488714e-08 meter ** 3 / mole,,,,,,,,
36,298.15 kelvin,101.3 kilopascal,2,2,C1CCOC1,0.212,C(C(F)(F)F)O,0.7879999999999999,,,,,,,-1471.043946525795 kilogram * meter ** 2 / mole / second ** 2,16.24184725435893 kilogram * meter ** 2 / mole / second ** 2,,
37,298.15 kelvin,101.3 kilopascal,2,2,C1CCOC1,0.7170000000000001,C(C(F)(F)F)O,0.28300000000000003,,,,,,,-1710.179123565118 kilogram * meter ** 2 / mole / second ** 2,17.732845205644523 kilogram * meter ** 2 / mole / second ** 2,,
38,298.15 kelvin,101.0 kilopascal,2,2,C(C(F)(F)F)O,0.29705,CO,0.70295,,,,,,,-439.88949462000164 kilogram * meter ** 2 / mole / second ** 2,17.036854120399685 kilogram * meter ** 2 / mole / second ** 2,,
39,298.15 kelvin,101.0 kilopascal,2,2,C(C(F)(F)F)O,0.70985,CO,0.29015,,,,,,,-325.85385780197976 kilogram * meter ** 2 / mole / second ** 2,17.00567131251201 kilogram * meter ** 2 / mole / second ** 2,,
40,298.15 kelvin,101.0 kilopascal,2,2,C(C(F)(F)F)O,0.29919,CCO,0.7008099999999999,,,,,,,-461.4570493849751 kilogram * meter ** 2 / mole / second ** 2,19.248501306800296 kilogram * meter ** 2 / mole / second ** 2,,
41,298.15 kelvin,101.0 kilopascal,2,2,C(C(F)(F)F)O,0.79638,CCO,0.20362,,,,,,,-297.79141183129104 kilogram * meter ** 2 / mole / second ** 2,16.6059549332295 kilogram * meter ** 2 / mole / second ** 2,,
42,298.15 kelvin,101.0 kilopascal,2,2,C(C(F)(F)F)O,0.20133,CCCO,0.79867,,,,,,,-384.5587900674727 kilogram * meter ** 2 / mole / second ** 2,16.944672667453528 kilogram * meter ** 2 / mole / second ** 2,,
43,298.15 kelvin,101.0 kilopascal,2,2,C(C(F)(F)F)O,0.79867,CCCO,0.20133,,,,,,,-290.2560761680943 kilogram * meter ** 2 / mole / second ** 2,17.63122368795122 kilogram * meter ** 2 / mole / second ** 2,,
44,298.15 kelvin,101.0 kilopascal,2,2,CCC#N,0.2551,C(Cl)(Cl)(Cl)Cl,0.7449,,,,,,,958.6669505435761 kilogram * meter ** 2 / mole / second ** 2,16.713339007990523 kilogram * meter ** 2 / mole / second ** 2,,
45,298.15 kelvin,101.0 kilopascal,2,2,CCC#N,0.7326,C(Cl)(Cl)(Cl)Cl,0.2674,,,,,,,741.470615815485 kilogram * meter ** 2 / mole / second ** 2,13.529500766956435 kilogram * meter ** 2 / mole / second ** 2,,
46,298.15 kelvin,101.0 kilopascal,2,2,O,0.2554,C(CO)CO,0.7446,-1.5694179057880843e-07 meter ** 3 / mole,1.4816722774328773e-08 meter ** 3 / mole,,,,,,,,
47,298.15 kelvin,101.0 kilopascal,2,2,C(CO)CO,0.2087,O,0.7913,,,,,,,169.84130413467938 kilogram * meter ** 2 / mole / second ** 2,15.68765104896585 kilogram * meter ** 2 / mole / second ** 2,,
48,298.15 kelvin,101.0 kilopascal,2,2,O,0.7551,C(CO)CO,0.2449,-1.3116406396354179e-07 meter ** 3 / mole,1.537846552143665e-08 meter ** 3 / mole,,,,,,,,
49,298.15 kelvin,101.0 kilopascal,2,2,C(CO)CO,0.743,O,0.257,,,,,,,-96.4244038021643 kilogram * meter ** 2 / mole / second ** 2,15.96160946254853 kilogram * meter ** 2 / mole / second ** 2,,
50,298.15 kelvin,101.0 kilopascal,2,2,C(CCO)CO,0.2658,O,0.7342,,,,,,,311.8252634410492 kilogram * meter ** 2 / mole / second ** 2,17.329409817663084 kilogram * meter ** 2 / mole / second ** 2,,
51,298.15 kelvin,101.0 kilopascal,2,2,O,0.2297,C(CCO)CO,0.7703,-8.397507028114204e-08 meter ** 3 / mole,1.578338873348107e-08 meter ** 3 / mole,,,,,,,,
52,298.15 kelvin,101.0 kilopascal,2,2,O,0.7847,C(CCO)CO,0.2153,-1.2960662649384106e-08 meter ** 3 / mole,1.4247802887799416e-08 meter ** 3 / mole,,,,,,,,
53,298.15 kelvin,101.0 kilopascal,2,2,C(CCO)CO,0.7947,O,0.20530000000000004,,,,,,,0.2078874254591483 kilogram * meter ** 2 / mole / second ** 2,14.783285637645703 kilogram * meter ** 2 / mole / second ** 2,,
54,298.15 kelvin,101.0 kilopascal,2,2,CO,0.2,O,0.8,,,,,,,-23.820323948923033 kilogram * meter ** 2 / mole / second ** 2,15.282220916722698 kilogram * meter ** 2 / mole / second ** 2,,
55,298.15 kelvin,100.0 kilopascal,2,2,O,0.25,CO,0.75,-6.531185598386522e-07 meter ** 3 / mole,1.6170154744131892e-08 meter ** 3 / mole,,,,,,,,
56,298.15 kelvin,101.0 kilopascal,2,2,CO,0.8,O,0.2,,,,,,,-119.02853082382262 kilogram * meter ** 2 / mole / second ** 2,15.632226022529146 kilogram * meter ** 2 / mole / second ** 2,,
57,298.15 kelvin,100.0 kilopascal,2,2,O,0.75,CO,0.25,-6.547035071491769e-07 meter ** 3 / mole,1.6990244386580682e-08 meter ** 3 / mole,,,,,,,,
58,298.15 kelvin,101.0 kilopascal,2,2,C(C(F)(F)F)(C(F)(F)F)O,0.205,O,0.795,3.8468232646168414e-07 meter ** 3 / mole,1.2259753681832933e-08 meter ** 3 / mole,,,,,,,,
59,298.15 kelvin,101.0 kilopascal,2,2,C(C(F)(F)F)(C(F)(F)F)O,0.8065,O,0.1935,2.0725459791767894e-07 meter ** 3 / mole,1.597039449127012e-08 meter ** 3 / mole,,,,,,,,
60,298.15 kelvin,101.0 kilopascal,2,2,CN1CCCCC1,0.2452,O,0.7548,-3.525007608942167e-07 meter ** 3 / mole,1.3993264774172179e-08 meter ** 3 / mole,,,,,,,,
61,298.15 kelvin,101.0 kilopascal,2,2,CN1CCCCC1,0.004409000000000001,O,0.995591,,,,,,,-9.223242715943343 kilogram * meter ** 2 / mole / second ** 2,15.186652194845479 kilogram * meter ** 2 / mole / second ** 2,,
62,308.15 kelvin,101.0 kilopascal,2,2,CN1CCCCC1,0.78,O,0.22,-3.413672722444932e-07 meter ** 3 / mole,1.6175350294226162e-08 meter ** 3 / mole,,,,,,,,
63,298.15 kelvin,101.0 kilopascal,2,2,C(CO)O,0.25008,O,0.7499199999999999,-9.846946068806155e-08 meter ** 3 / mole,1.3322534934027454e-08 meter ** 3 / mole,,,,,,,,
64,298.15 kelvin,101.0 kilopascal,2,2,C(CO)O,0.20509999999999995,O,0.7949,,,,,,,-148.22847309353529 kilogram * meter ** 2 / mole / second ** 2,16.39835141652922 kilogram * meter ** 2 / mole / second ** 2,,
65,298.15 kelvin,101.0 kilopascal,2,2,C(CO)O,0.7908999999999999,O,0.2091,,,,,,,-179.31033478467725 kilogram * meter ** 2 / mole / second ** 2,14.597912201722677 kilogram * meter ** 2 / mole / second ** 2,,
66,298.15 kelvin,101.0 kilopascal,2,2,C(CO)O,0.77876,O,0.22124,-4.125890808366774e-08 meter ** 3 / mole,1.493033637637353e-08 meter ** 3 / mole,,,,,,,,
67,298.15 kelvin,101.0 kilopascal,2,2,C(C(F)(F)F)O,0.29878000000000005,O,0.70122,,,,,,,632.9593783884811 kilogram * meter ** 2 / mole / second ** 2,16.664241982740652 kilogram * meter ** 2 / mole / second ** 2,,
68,298.15 kelvin,101.0 kilopascal,2,2,C(C(F)(F)F)O,0.7077899999999999,O,0.29220999999999997,,,,,,,346.5967954647058 kilogram * meter ** 2 / mole / second ** 2,15.621860625872605 kilogram * meter ** 2 / mole / second ** 2,,
69,297.15 kelvin,101.0 kilopascal,2,2,c1ccncc1,0.27,O,0.73,,,,,,,-59.91315164198386 kilogram * meter ** 2 / mole / second ** 2,17.56885997700735 kilogram * meter ** 2 / mole / second ** 2,,
70,297.15 kelvin,101.0 kilopascal,2,2,c1ccncc1,0.75,O,0.25,,,,,,,71.12261083904014 kilogram * meter ** 2 / mole / second ** 2,16.14220859752316 kilogram * meter ** 2 / mole / second ** 2,,
71,298.15 kelvin,101.0 kilopascal,2,2,Cn1ccnc1,0.006766,O,0.993234,,,,,,,-38.89602863562686 kilogram * meter ** 2 / mole / second ** 2,14.54336528220434 kilogram * meter ** 2 / mole / second ** 2,,
72,298.15 kelvin,101.0 kilopascal,2,2,Cc1cccnc1,0.005509,O,0.994491,,,,,,,28.199148131378024 kilogram * meter ** 2 / mole / second ** 2,14.988352059509374 kilogram * meter ** 2 / mole / second ** 2,,
73,298.15 kelvin,101.0 kilopascal,2,2,Cc1ccncc1,0.005492,O,0.994508,,,,,,,22.961651440054993 kilogram * meter ** 2 / mole / second ** 2,15.784880222645512 kilogram * meter ** 2 / mole / second ** 2,,
74,298.15 kelvin,101.0 kilopascal,2,2,Cc1cccc(n1)C,0.004618,O,0.995382,,,,,,,-3.871223438451125 kilogram * meter ** 2 / mole / second ** 2,13.300792562653331 kilogram * meter ** 2 / mole / second ** 2,,
75,313.15 kelvin,101.0 kilopascal,2,2,C1COCCN1,0.2968,O,0.7032,,,,,,,-1918.0699581295994 kilogram * meter ** 2 / mole / second ** 2,18.068642658064995 kilogram * meter ** 2 / mole / second ** 2,,
76,298.15 kelvin,101.0 kilopascal,2,2,C1COCCN1,0.7149,O,0.2851,,,,,,,-1674.8643470891693 kilogram * meter ** 2 / mole / second ** 2,16.902693733555523 kilogram * meter ** 2 / mole / second ** 2,,
77,318.15 kelvin,101.3 kilopascal,2,2,O,0.997504,CCCOC(=O)C,0.002496,,,,,,,10.823846420265909 kilogram * meter ** 2 / mole / second ** 2,14.89224123697794 kilogram * meter ** 2 / mole / second ** 2,,
78,298.15 kelvin,101.3 kilopascal,2,2,O,0.997803,CCCC(=O)OC,0.002197,,,,,,,11.562139732996002 kilogram * meter ** 2 / mole / second ** 2,13.360938858043443 kilogram * meter ** 2 / mole / second ** 2,,
79,298.15 kelvin,101.0 kilopascal,2,2,C(COCCO)O,0.20020000000000004,O,0.7998,,,,,,,-298.14714700020613 kilogram * meter ** 2 / mole / second ** 2,15.02856065616305 kilogram * meter ** 2 / mole / second ** 2,,
80,298.15 kelvin,101.0 kilopascal,2,2,C(COCCO)O,0.7906,O,0.2094,,,,,,,-238.841548621087 kilogram * meter ** 2 / mole / second ** 2,15.074616420748594 kilogram * meter ** 2 / mole / second ** 2,,
81,298.15 kelvin,101.325 kilopascal,2,1,C(CO)O,1.0,,,,,1.0364787622924643 gram / milliliter,0.0003645612370163043 gram / milliliter,50122.914092782456 kilogram * meter ** 2 / mole / second ** 2,134.64447891451695 kilogram * meter ** 2 / mole / second ** 2,,,,
82,303.15 kelvin,101.325 kilopascal,2,1,C(CO)O,1.0,,,,,1.0302189020940338 gram / milliliter,0.0002491589467688172 gram / milliliter,,,,,23.065512035805618 dimensionless,1.3405648929735288 dimensionless
83,298.15 kelvin,101.325 kilopascal,2,1,C(CO)CO,1.0,,,,,0.9906727236300699 gram / milliliter,0.00030968601053313826 gram / milliliter,55446.572159530144 kilogram * meter ** 2 / mole / second ** 2,381.90084835685246 kilogram * meter ** 2 / mole / second ** 2,,,,
84,298.15 kelvin,101.325 kilopascal,2,1,C(CCO)CO,1.0,,,,,0.9834586308278901 gram / milliliter,0.0003723030395600517 gram / milliliter,68828.0572340636 kilogram * meter ** 2 / mole / second ** 2,355.2943734057195 kilogram * meter ** 2 / mole / second ** 2,,,,
