,Temperature,Pressure,Phase,Number Of Components,Component 1,Mole Fraction 1,Component 2,Mole Fraction 2,ExcessMolarVolume Value,ExcessMolarVolume Uncertainty,Density Value,Density Uncertainty,EnthalpyOfVaporization Value,EnthalpyOfVaporization Uncertainty,EnthalpyOfMixing Value,EnthalpyOfMixing Uncertainty,DielectricConstant Value,DielectricConstant Uncertainty
50,298.15 kelvin,101.0 kilopascal,2,2,C(CCO)CO,0.2658,O,0.7342,,,,,,,31.529625989955093 kilogram * meter ** 2 / mole / second ** 2,18.437131720492207 kilogram * meter ** 2 / mole / second ** 2,,
51,298.15 kelvin,101.0 kilopascal,2,2,O,0.2297,C(CCO)CO,0.7703,-1.6899083517023445e-07 meter ** 3 / mole,1.4291029915445207e-08 meter ** 3 / mole,,,,,,,,
52,298.15 kelvin,101.0 kilopascal,2,2,O,0.7847,C(CCO)CO,0.2153,-3.0961274472795624e-07 meter ** 3 / mole,1.2512644656583386e-08 meter ** 3 / mole,,,,,,,,
53,298.15 kelvin,101.0 kilopascal,2,2,C(CCO)CO,0.7947,O,0.20530000000000004,,,,,,,-176.12416864718762 kilogram * meter ** 2 / mole / second ** 2,16.076231314557514 kilogram * meter ** 2 / mole / second ** 2,,
54,298.15 kelvin,101.0 kilopascal,2,2,CO,0.2,O,0.8,,,,,,,-291.2729535474282 kilogram * meter ** 2 / mole / second ** 2,15.772059280002829 kilogram * meter ** 2 / mole / second ** 2,,
55,298.15 kelvin,100.0 kilopascal,2,2,O,0.25,CO,0.75,-7.877766532229596e-07 meter ** 3 / mole,1.495001905381461e-08 meter ** 3 / mole,,,,,,,,
56,298.15 kelvin,101.0 kilopascal,2,2,CO,0.8,O,0.2,,,,,,,-109.51038977075973 kilogram * meter ** 2 / mole / second ** 2,15.572547860080318 kilogram * meter ** 2 / mole / second ** 2,,
57,298.15 kelvin,100.0 kilopascal,2,2,O,0.75,CO,0.25,-8.918496088551171e-07 meter ** 3 / mole,1.382550999744862e-08 meter ** 3 / mole,,,,,,,,
58,298.15 kelvin,101.0 kilopascal,2,2,C(C(F)(F)F)(C(F)(F)F)O,0.205,O,0.795,-4.911468216316881e-07 meter ** 3 / mole,1.4089323027267757e-08 meter ** 3 / mole,,,,,,,,
59,298.15 kelvin,101.0 kilopascal,2,2,C(C(F)(F)F)(C(F)(F)F)O,0.8065,O,0.1935,-2.4129560230481376e-07 meter ** 3 / mole,1.5470402734932972e-08 meter ** 3 / mole,,,,,,,,
60,298.15 kelvin,101.0 kilopascal,2,2,CN1CCCCC1,0.2452,O,0.7548,-4.6841452549126016e-07 meter ** 3 / mole,1.4399057549529379e-08 meter ** 3 / mole,,,,,,,,
61,298.15 kelvin,101.0 kilopascal,2,2,CN1CCCCC1,0.004409000000000001,O,0.995591,,,,,,,-131.07337091099907 kilogram * meter ** 2 / mole / second ** 2,15.936049867874749 kilogram * meter ** 2 / mole / second ** 2,,
62,308.15 kelvin,101.0 kilopascal,2,2,CN1CCCCC1,0.78,O,0.22,-3.162542418771189e-07 meter ** 3 / mole,1.5161396490445804e-08 meter ** 3 / mole,,,,,,,,
63,298.15 kelvin,101.0 kilopascal,2,2,C(CO)O,0.25008,O,0.7499199999999999,-2.608175480915192e-07 meter ** 3 / mole,1.436035187656175e-08 meter ** 3 / mole,,,,,,,,
64,298.15 kelvin,101.0 kilopascal,2,2,C(CO)O,0.20509999999999995,O,0.7949,,,,,,,-45.369696903657314 kilogram * meter ** 2 / mole / second ** 2,16.044581889469892 kilogram * meter ** 2 / mole / second ** 2,,
65,298.15 kelvin,101.0 kilopascal,2,2,C(CO)O,0.7908999999999999,O,0.2091,,,,,,,-11.743449532106752 kilogram * meter ** 2 / mole / second ** 2,15.371552785884385 kilogram * meter ** 2 / mole / second ** 2,,
66,298.15 kelvin,101.0 kilopascal,2,2,C(CO)O,0.77876,O,0.22124,-9.829368781041746e-08 meter ** 3 / mole,1.1899829253079718e-08 meter ** 3 / mole,,,,,,,,
67,298.15 kelvin,101.0 kilopascal,2,2,C(C(F)(F)F)O,0.29878000000000005,O,0.70122,,,,,,,399.15968568336575 kilogram * meter ** 2 / mole / second ** 2,17.951673209178534 kilogram * meter ** 2 / mole / second ** 2,,
68,298.15 kelvin,101.0 kilopascal,2,2,C(C(F)(F)F)O,0.7077899999999999,O,0.29220999999999997,,,,,,,664.9463757646299 kilogram * meter ** 2 / mole / second ** 2,16.93188048151911 kilogram * meter ** 2 / mole / second ** 2,,
69,297.15 kelvin,101.0 kilopascal,2,2,c1ccncc1,0.27,O,0.73,,,,,,,-33.78579669553437 kilogram * meter ** 2 / mole / second ** 2,17.86700178688224 kilogram * meter ** 2 / mole / second ** 2,,
70,297.15 kelvin,101.0 kilopascal,2,2,c1ccncc1,0.75,O,0.25,,,,,,,161.36325769140967 kilogram * meter ** 2 / mole / second ** 2,16.420311463668426 kilogram * meter ** 2 / mole / second ** 2,,
71,298.15 kelvin,101.0 kilopascal,2,2,Cn1ccnc1,0.006766,O,0.993234,,,,,,,-89.84564773159218 kilogram * meter ** 2 / mole / second ** 2,13.020192833728785 kilogram * meter ** 2 / mole / second ** 2,,
72,298.15 kelvin,101.0 kilopascal,2,2,Cc1cccnc1,0.005509,O,0.994491,,,,,,,-49.84358268088545 kilogram * meter ** 2 / mole / second ** 2,14.864032871020985 kilogram * meter ** 2 / mole / second ** 2,,
73,298.15 kelvin,101.0 kilopascal,2,2,Cc1ccncc1,0.005492,O,0.994508,,,,,,,-56.745607338205446 kilogram * meter ** 2 / mole / second ** 2,14.42525386721834 kilogram * meter ** 2 / mole / second ** 2,,
74,298.15 kelvin,101.0 kilopascal,2,2,Cc1cccc(n1)C,0.004618,O,0.995382,,,,,,,-79.08834355317231 kilogram * meter ** 2 / mole / second ** 2,15.576808568835249 kilogram * meter ** 2 / mole / second ** 2,,
75,313.15 kelvin,101.0 kilopascal,2,2,C1COCCN1,0.2968,O,0.7032,,,,,,,-1940.690218566324 kilogram * meter ** 2 / mole / second ** 2,18.305914675399748 kilogram * meter ** 2 / mole / second ** 2,,
76,298.15 kelvin,101.0 kilopascal,2,2,C1COCCN1,0.7149,O,0.2851,,,,,,,-1229.586880723422 kilogram * meter ** 2 / mole / second ** 2,17.238183802566283 kilogram * meter ** 2 / mole / second ** 2,,
77,318.15 kelvin,101.3 kilopascal,2,2,O,0.997504,CCCOC(=O)C,0.002496,,,,,,,-24.44724023283925 kilogram * meter ** 2 / mole / second ** 2,15.445417028247636 kilogram * meter ** 2 / mole / second ** 2,,
78,298.15 kelvin,101.3 kilopascal,2,2,O,0.997803,CCCC(=O)OC,0.002197,,,,,,,-26.386472614045488 kilogram * meter ** 2 / mole / second ** 2,15.00415017339888 kilogram * meter ** 2 / mole / second ** 2,,
79,298.15 kelvin,101.0 kilopascal,2,2,C(COCCO)O,0.20020000000000004,O,0.7998,,,,,,,-77.67471795946767 kilogram * meter ** 2 / mole / second ** 2,17.080845397279337 kilogram * meter ** 2 / mole / second ** 2,,
80,298.15 kelvin,101.0 kilopascal,2,2,C(COCCO)O,0.7906,O,0.2094,,,,,,,162.66029768895532 kilogram * meter ** 2 / mole / second ** 2,16.090883656292224 kilogram * meter ** 2 / mole / second ** 2,,
81,298.15 kelvin,101.325 kilopascal,2,1,C(CO)O,1.0,,,,,1.126590301215377 gram / milliliter,0.0003539887734527964 gram / milliliter,61299.856096327414 kilogram * meter ** 2 / mole / second ** 2,210.83680771013238 kilogram * meter ** 2 / mole / second ** 2,,,,
82,303.15 kelvin,101.325 kilopascal,2,1,C(CO)O,1.0,,,,,1.1216916141864375 gram / milliliter,0.0001572231179745679 gram / milliliter,,,,,20.827640745351694 dimensionless,1.4717591091077047 dimensionless
83,298.15 kelvin,101.325 kilopascal,2,1,C(CO)CO,1.0,,,,,1.064695204331498 gram / milliliter,0.000264323066779154 gram / milliliter,74596.0409268002 kilogram * meter ** 2 / mole / second ** 2,259.5582917223739 kilogram * meter ** 2 / mole / second ** 2,,,,
84,298.15 kelvin,101.325 kilopascal,2,1,C(CCO)CO,1.0,,,,,1.0274980812822812 gram / milliliter,0.0003209169374643001 gram / milliliter,80763.8136020611 kilogram * meter ** 2 / mole / second ** 2,276.5862450242123 kilogram * meter ** 2 / mole / second ** 2,,,,
85,298.15 kelvin,101.325 kilopascal,2,1,c1ccccc1,1.0,,,,,0.8571403094167096 gram / milliliter,0.00038064068081760267 gram / milliliter,,,,,,
86,298.0 kelvin,101.325 kilopascal,6,1,c1ccccc1,1.0,,,,,,,32016.617022532162 kilogram * meter ** 2 / mole / second ** 2,236.02946954312668 kilogram * meter ** 2 / mole / second ** 2,,,,
87,303.15 kelvin,101.325 kilopascal,2,1,CCO,1.0,,,,,0.7873567282163247 gram / milliliter,0.00042622117107822197 gram / milliliter,,,,,10.669803611022989 dimensionless,1.0241591687528546 dimensionless
88,298.15 kelvin,101.325 kilopascal,2,1,CCCCOC(=O)C,1.0,,,,,0.8973829851090335 gram / milliliter,0.0002648220250747993 gram / milliliter,,,,,,
89,298.15 kelvin,101.325 kilopascal,2,1,CCC(=O)C,1.0,,,,,0.7816853934694064 gram / milliliter,0.00023523637260470972 gram / milliliter,,,,,,
90,298.15 kelvin,101.325 kilopascal,2,1,Cc1ccccc1N,1.0,,,,,1.015872445215854 gram / milliliter,0.00043235446747579974 gram / milliliter,,,,,,
91,298.15 kelvin,101.325 kilopascal,2,1,C1CCOC1,1.0,,,,,0.902410407247139 gram / milliliter,0.0002988876657595602 gram / milliliter,,,,,,
92,298.15 kelvin,101.325 kilopascal,2,1,C(C(F)(F)F)O,1.0,,,,,1.3490528893083529 gram / milliliter,0.00039350330541794784 gram / milliliter,,,,,,
93,298.15 kelvin,101.325 kilopascal,2,1,C1CCC(=O)CC1,1.0,,,,,0.9310716335024027 gram / milliliter,0.00024255905856165872 gram / milliliter,,,,,8.518138799544683 dimensionless,0.7266238205765856 dimensionless
94,298.15 kelvin,100.0 kilopascal,2,1,CC(C)(C)O,1.0,,,,,0.8151061599274884 gram / milliliter,0.00042714700440736077 gram / milliliter,,,,,1.643483852361003 dimensionless,0.1487060687792448 dimensionless
95,298.15 kelvin,101.325 kilopascal,2,1,CCCOC(=O)C,1.0,,,,,0.9082269251695152 gram / milliliter,0.00028897547969256574 gram / milliliter,,,,,,
96,298.15 kelvin,101.325 kilopascal,2,1,CC(=O)OC,1.0,,,,,0.9608073407418029 gram / milliliter,0.0003744001626209075 gram / milliliter,,,,,,
97,300.15 kelvin,101.325 kilopascal,2,1,CCCO,1.0,,,,,0.7979872097256759 gram / milliliter,0.00035497031562513245 gram / milliliter,,,,,7.2606380152325105 dimensionless,0.9245577638650098 dimensionless
98,303.15 kelvin,101.0 kilopascal,2,1,CS(=O)C,1.0,,,,,1.0866202867815578 gram / milliliter,9.233272724043405e-05 gram / milliliter,,,,,52.40003834828433 dimensionless,1.4202013651256176 dimensionless
99,298.15 kelvin,101.0 kilopascal,2,1,CO,1.0,,,,,0.7813125091261476 gram / milliliter,0.00040944746997634225 gram / milliliter,,,,,18.286710825017085 dimensionless,0.9367164289472188 dimensionless
100,298.15 kelvin,101.325 kilopascal,2,1,c1ccncc1,1.0,,,,,0.9847729521250849 gram / milliliter,0.00024155996746296507 gram / milliliter,,,,,,
101,298.15 kelvin,101.325 kilopascal,2,1,COC=O,1.0,,,,,1.045183156973836 gram / milliliter,0.00030647457194127157 gram / milliliter,,,,,,
102,298.15 kelvin,101.325 kilopascal,2,1,CCCCOC=O,1.0,,,,,0.9264404193495511 gram / milliliter,0.00025275674081929174 gram / milliliter,,,,,,
103,298.15 kelvin,101.325 kilopascal,2,1,C(=C(Cl)Cl)Cl,1.0,,,,,1.354694498528871 gram / milliliter,0.0004331301339484499 gram / milliliter,,,,,,
104,295.15 kelvin,101.325 kilopascal,2,1,C(CBr)Br,1.0,,,,,1.8374194104272954 gram / milliliter,0.00034225025730159127 gram / milliliter,,,,,,
105,298.15 kelvin,101.325 kilopascal,2,1,CCCC(=O)OC,1.0,,,,,0.9143423254413882 gram / milliliter,0.00020010361811849248 gram / milliliter,,,,,,
106,298.15 kelvin,101.325 kilopascal,2,1,C(Cl)(Cl)(Cl)Cl,1.0,,,,,1.5803407607329047 gram / milliliter,0.0004349429251138696 gram / milliliter,,,,,,
107,298.15 kelvin,101.325 kilopascal,2,1,C(C(F)(F)F)(C(F)(F)F)O,1.0,,,,,1.5603443250005686 gram / milliliter,0.00041606219961904143 gram / milliliter,,,,,,
108,298.15 kelvin,101.0 kilopascal,2,1,C(COCCO)O,1.0,,,,,1.150855235776634 gram / milliliter,0.0003049180988050559 gram / milliliter,,,,,3.4258320741816446 dimensionless,0.5020554665873336 dimensionless
109,298.15 kelvin,101.325 kilopascal,2,1,CCCCCCCl,1.0,,,,,0.8625462649791533 gram / milliliter,0.0002537649831207771 gram / milliliter,,,,,,
110,298.15 kelvin,101.325 kilopascal,2,1,Cc1ccncc1,1.0,,,,,0.9476298029817103 gram / milliliter,0.00025656238348651343 gram / milliliter,,,,,,
111,298.15 kelvin,101.325 kilopascal,2,1,CCC#N,1.0,,,,,0.7762922961897056 gram / milliliter,0.0002927225487405132 gram / milliliter,,,,,,
112,298.15 kelvin,101.325 kilopascal,2,1,C1COCCN1,1.0,,,,,1.0843379741122348 gram / milliliter,0.0003238993748275167 gram / milliliter,,,,,,
113,298.15 kelvin,101.325 kilopascal,2,1,Cc1cccnc1,1.0,,,,,0.9439655766479973 gram / milliliter,0.0002935950520567541 gram / milliliter,,,,,,
114,298.15 kelvin,101.325 kilopascal,2,1,Cn1ccnc1,1.0,,,,,1.043886625534454 gram / milliliter,0.0003457339689131113 gram / milliliter,,,,,,
115,298.15 kelvin,101.325 kilopascal,2,1,CN1CCCCC1,1.0,,,,,0.8640499823062654 gram / milliliter,0.00023992805667579352 gram / milliliter,,,,,,
116,298.15 kelvin,101.325 kilopascal,2,1,Cc1cccc(n1)C,1.0,,,,,0.9225635296986601 gram / milliliter,0.0002840930556365327 gram / milliliter,,,,,,
117,298.15 kelvin,101.325 kilopascal,6,1,COc1ccccn1,1.0,,,,,,,53254.67700385167 kilogram * meter ** 2 / mole / second ** 2,258.9102578469114 kilogram * meter ** 2 / mole / second ** 2,,,,
118,298.15 kelvin,101.325 kilopascal,6,1,COc1ccncc1,1.0,,,,,,,59570.12966597817 kilogram * meter ** 2 / mole / second ** 2,187.43761370426384 kilogram * meter ** 2 / mole / second ** 2,,,,
119,298.15 kelvin,101.325 kilopascal,6,1,CCOC(=O)/C=C(/C)\O,1.0,,,,,,,58656.374304441524 kilogram * meter ** 2 / mole / second ** 2,300.02966929033545 kilogram * meter ** 2 / mole / second ** 2,,,,
120,298.15 kelvin,101.325 kilopascal,6,1,c1ccc(c(c1)F)Cl,1.0,,,,,,,40744.54489744979 kilogram * meter ** 2 / mole / second ** 2,230.24327924078563 kilogram * meter ** 2 / mole / second ** 2,,,,
121,298.15 kelvin,101.325 kilopascal,6,1,c1cc(cc(c1)Cl)F,1.0,,,,,,,38782.85591688747 kilogram * meter ** 2 / mole / second ** 2,242.91017472957998 kilogram * meter ** 2 / mole / second ** 2,,,,
122,298.15 kelvin,101.325 kilopascal,6,1,c1ccc(c(c1)F)Br,1.0,,,,,,,43439.85408145097 kilogram * meter ** 2 / mole / second ** 2,221.7591350223702 kilogram * meter ** 2 / mole / second ** 2,,,,
