,Temperature,Pressure,Phase,Number Of Components,Component 1,Mole Fraction 1,Component 2,Mole Fraction 2,ExcessMolarVolume Value,ExcessMolarVolume Uncertainty,Density Value,Density Uncertainty,EnthalpyOfVaporization Value,EnthalpyOfVaporization Uncertainty,EnthalpyOfMixing Value,EnthalpyOfMixing Uncertainty,DielectricConstant Value,DielectricConstant Uncertainty
123,298.15 kelvin,101.325 kilopascal,6,1,CC(=O)c1ccco1,1.0,,,,,,,52857.88336879353 kilogram * meter ** 2 / mole / second ** 2,168.16965110885164 kilogram * meter ** 2 / mole / second ** 2,,,,
124,298.15 kelvin,101.325 kilopascal,6,1,CC(=CCOC(=O)C)C,1.0,,,,,,,57996.78928101442 kilogram * meter ** 2 / mole / second ** 2,215.54500686117115 kilogram * meter ** 2 / mole / second ** 2,,,,
125,298.15 kelvin,101.325 kilopascal,6,1,C/C=C/C=C/COC(=O)C,1.0,,,,,,,63841.28762961622 kilogram * meter ** 2 / mole / second ** 2,316.20522449015266 kilogram * meter ** 2 / mole / second ** 2,,,,
126,298.15 kelvin,101.325 kilopascal,6,1,CC(=O)OCCc1ccccc1,1.0,,,,,,,76143.14865910544 kilogram * meter ** 2 / mole / second ** 2,235.74465141020536 kilogram * meter ** 2 / mole / second ** 2,,,,
127,298.15 kelvin,101.325 kilopascal,6,1,COc1cccc(c1)O,1.0,,,,,,,74907.07111524389 kilogram * meter ** 2 / mole / second ** 2,292.86391081781284 kilogram * meter ** 2 / mole / second ** 2,,,,
128,298.15 kelvin,101.325 kilopascal,6,1,COc1cccc(c1OC)O,1.0,,,,,,,79290.07096966053 kilogram * meter ** 2 / mole / second ** 2,323.890747024427 kilogram * meter ** 2 / mole / second ** 2,,,,
129,298.15 kelvin,101.325 kilopascal,6,1,Cc1ccsc1C(=O)C,1.0,,,,,,,61855.80525708179 kilogram * meter ** 2 / mole / second ** 2,249.87677036735747 kilogram * meter ** 2 / mole / second ** 2,,,,
130,298.15 kelvin,101.325 kilopascal,6,1,Cc1cc(sc1)C(=O)C,1.0,,,,,,,64057.253833389004 kilogram * meter ** 2 / mole / second ** 2,280.4933578073272 kilogram * meter ** 2 / mole / second ** 2,,,,
131,298.15 kelvin,101.325 kilopascal,6,1,c1coc2c1C(=O)CCC2,1.0,,,,,,,71130.17651667452 kilogram * meter ** 2 / mole / second ** 2,208.0056278635902 kilogram * meter ** 2 / mole / second ** 2,,,,
132,298.15 kelvin,101.325 kilopascal,6,1,Cn1cccc1C(=O)OC,1.0,,,,,,,71090.21792903711 kilogram * meter ** 2 / mole / second ** 2,291.34986020350686 kilogram * meter ** 2 / mole / second ** 2,,,,
133,298.15 kelvin,101.325 kilopascal,6,1,CCOC(=O)c1cccs1,1.0,,,,,,,69899.94279062207 kilogram * meter ** 2 / mole / second ** 2,376.5992101262593 kilogram * meter ** 2 / mole / second ** 2,,,,
134,298.15 kelvin,101.325 kilopascal,6,1,CCOC(=O)CN=[N+]=[N-],1.0,,,,,,,66841.95122486039 kilogram * meter ** 2 / mole / second ** 2,266.27566023994785 kilogram * meter ** 2 / mole / second ** 2,,,,
135,298.15 kelvin,101.325 kilopascal,6,1,Cc1ccc(s1)C=O,1.0,,,,,,,56602.333550965246 kilogram * meter ** 2 / mole / second ** 2,243.48309062039394 kilogram * meter ** 2 / mole / second ** 2,,,,
136,298.15 kelvin,101.325 kilopascal,6,1,Cc1ccsc1C=O,1.0,,,,,,,59696.55465327312 kilogram * meter ** 2 / mole / second ** 2,257.01923941719605 kilogram * meter ** 2 / mole / second ** 2,,,,
137,298.15 kelvin,101.325 kilopascal,6,1,CCc1ccc(s1)C=O,1.0,,,,,,,61315.376140015906 kilogram * meter ** 2 / mole / second ** 2,262.25653348363284 kilogram * meter ** 2 / mole / second ** 2,,,,
138,298.15 kelvin,101.325 kilopascal,6,1,c1cc(sc1)CC#N,1.0,,,,,,,63939.79140990988 kilogram * meter ** 2 / mole / second ** 2,251.7770511100411 kilogram * meter ** 2 / mole / second ** 2,,,,
139,298.15 kelvin,101.325 kilopascal,6,1,c1cscc1CC#N,1.0,,,,,,,63873.019740429685 kilogram * meter ** 2 / mole / second ** 2,179.60078348044954 kilogram * meter ** 2 / mole / second ** 2,,,,
140,298.15 kelvin,101.325 kilopascal,6,1,Cc1ccsc1C#N,1.0,,,,,,,58412.37576079986 kilogram * meter ** 2 / mole / second ** 2,166.620513002394 kilogram * meter ** 2 / mole / second ** 2,,,,
141,298.15 kelvin,101.325 kilopascal,6,1,CC(=O)c1ccccc1OC,1.0,,,,,,,73129.00407986535 kilogram * meter ** 2 / mole / second ** 2,300.52584951261326 kilogram * meter ** 2 / mole / second ** 2,,,,
142,298.15 kelvin,101.325 kilopascal,6,1,CC(=O)c1cccc(c1)OC,1.0,,,,,,,76988.18320673454 kilogram * meter ** 2 / mole / second ** 2,244.05822808518505 kilogram * meter ** 2 / mole / second ** 2,,,,
143,303.15 kelvin,101.325 kilopascal,2,1,CN(C)C=O,1.0,,,,,0.9750172050408356 gram / milliliter,0.000141322057539652 gram / milliliter,,,,,26.953493190221966 dimensionless,1.2287513823625813 dimensionless
144,303.15 kelvin,101.325 kilopascal,2,1,CC(=O)N(C)C,1.0,,,,,0.9362570588037372 gram / milliliter,0.0001617763143139386 gram / milliliter,,,,,22.24933862963918 dimensionless,1.298919462311826 dimensionless
145,298.15 kelvin,101.325 kilopascal,2,1,c1ccc2c(c1)ccs2,1.0,,,,,1.149519316734037 gram / milliliter,0.0003875804514840368 gram / milliliter,,,,,,
146,298.15 kelvin,101.0 kilopascal,2,1,CC(C)CO,1.0,,,,,0.8139194553626947 gram / milliliter,0.0002976765493538131 gram / milliliter,,,,,2.4959160786067707 dimensionless,0.2592571872320562 dimensionless
147,298.15 kelvin,101.0 kilopascal,2,1,CCCCO,1.0,,,,,0.806708741143734 gram / milliliter,0.0002695431760756836 gram / milliliter,,,,,5.593821709389154 dimensionless,1.0590838739290838 dimensionless
148,303.15 kelvin,101.0 kilopascal,2,1,C(CO)N,1.0,,,,,1.0696842638881674 gram / milliliter,0.00020905170485837024 gram / milliliter,,,,,15.736027522828932 dimensionless,1.0461376646247316 dimensionless
149,303.15 kelvin,101.325 kilopascal,2,1,C(CO)NCCO,1.0,,,,,1.134539509966806 gram / milliliter,0.0003017326100824709 gram / milliliter,,,,,3.2110780655317126 dimensionless,0.4947916053034991 dimensionless
150,303.15 kelvin,101.325 kilopascal,2,1,C(CO)N(CCO)CCO,1.0,,,,,1.159891551198062 gram / milliliter,0.0003097526250364301 gram / milliliter,,,,,2.506053014204738 dimensionless,0.29217166388392507 dimensionless
151,300.15 kelvin,101.325 kilopascal,2,1,CC(C)O,1.0,,,,,0.8001765704653859 gram / milliliter,0.0004148214644995699 gram / milliliter,,,,,7.529175202184132 dimensionless,1.3106111605954844 dimensionless
152,298.15 kelvin,100.0 kilopascal,2,1,CCCCCCO,1.0,,,,,0.8185466817829598 gram / milliliter,0.0002482739160418017 gram / milliliter,,,,,2.436797678309291 dimensionless,0.33805128106036625 dimensionless
153,298.15 kelvin,100.0 kilopascal,2,1,CCCCCCCO,1.0,,,,,0.824469610553653 gram / milliliter,0.00023403727565411686 gram / milliliter,,,,,2.886300745940701 dimensionless,0.5478422487807308 dimensionless
154,298.15 kelvin,101.325 kilopascal,2,1,CCCCCO,1.0,,,,,0.8125885723945255 gram / milliliter,0.0002609918900594353 gram / milliliter,,,,,4.122278120638911 dimensionless,0.5783728486133761 dimensionless
155,298.15 kelvin,100.0 kilopascal,2,1,CCCCCCCCO,1.0,,,,,0.8293292087317009 gram / milliliter,0.00024083241182168603 gram / milliliter,,,,,1.8652378537513163 dimensionless,0.14298638389041401 dimensionless
156,303.15 kelvin,101.325 kilopascal,2,1,CN(CCO)CCO,1.0,,,,,1.0721016239039334 gram / milliliter,0.0002779713329570814 gram / milliliter,,,,,2.0846600759631775 dimensionless,0.26745657508007126 dimensionless
157,298.15 kelvin,101.325 kilopascal,2,1,c1cc(cc(c1)Br)Cl,1.0,,,,,1.5145476844641748 gram / milliliter,0.00032773571208962436 gram / milliliter,,,,,,
158,298.15 kelvin,101.325 kilopascal,2,1,c1ccc(c(c1)Cl)Br,1.0,,,,,1.530850649616006 gram / milliliter,0.00043579868982959583 gram / milliliter,,,,,,
159,298.15 kelvin,101.0 kilopascal,2,1,C1CCS(=O)(=O)C1,1.0,,,,,1.2931976825592826 gram / milliliter,0.00043461354958918274 gram / milliliter,,,,,5.43466561784263 dimensionless,0.6180644763031705 dimensionless
160,303.15 kelvin,101.325 kilopascal,2,1,CC(C)(CO)N,1.0,,,,,0.9646428849545859 gram / milliliter,0.000270466015538538 gram / milliliter,,,,,12.432996316633776 dimensionless,1.3595026894111926 dimensionless
161,298.15 kelvin,101.0 kilopascal,2,1,CCCOCCO,1.0,,,,,0.926957375459906 gram / milliliter,0.0003242363216642712 gram / milliliter,,,,,6.017608880407399 dimensionless,0.5501334595842206 dimensionless
162,298.15 kelvin,101.0 kilopascal,2,1,C(COCCOCCO)O,1.0,,,,,1.1590013412179698 gram / milliliter,0.00028062681223335514 gram / milliliter,,,,,3.6070994299399457 dimensionless,0.41256296522114344 dimensionless
163,298.15 kelvin,101.325 kilopascal,2,1,CC(=C)C(=O)OCCO,1.0,,,,,1.0859382342686181 gram / milliliter,0.0002522278087969634 gram / milliliter,,,,,,
164,293.15 kelvin,101.325 kilopascal,2,1,C(=O)(C(F)(F)F)O,1.0,,,,,1.5713689144569956 gram / milliliter,0.0004294292960863633 gram / milliliter,,,,,,
165,296.1 kelvin,101.325 kilopascal,2,1,c1cc(ccc1F)F,1.0,,,,,1.0733745436603441 gram / milliliter,0.0004380865427940165 gram / milliliter,,,,,,
166,296.3 kelvin,101.325 kilopascal,2,1,c1c(cc(c(c1F)F)F)F,1.0,,,,,1.252210969853771 gram / milliliter,0.0004016160885101206 gram / milliliter,,,,,,
167,298.15 kelvin,101.325 kilopascal,2,1,c1cc[nH]c1,1.0,,,,,0.987093753004137 gram / milliliter,0.00035767197279348894 gram / milliliter,,,,,,
168,298.15 kelvin,101.0 kilopascal,2,1,C1CC(=O)OC1,1.0,,,,,1.1355405468038915 gram / milliliter,9.255690502652781e-05 gram / milliliter,,,,,32.02304631973371 dimensionless,1.3715206109588471 dimensionless
169,298.15 kelvin,101.325 kilopascal,2,1,C(CBr)Cl,1.0,,,,,1.5489052496885969 gram / milliliter,0.00040093078322484666 gram / milliliter,,,,,,
170,298.15 kelvin,101.325 kilopascal,2,1,C(CCl)CBr,1.0,,,,,1.4436732394768679 gram / milliliter,0.0003718366515072124 gram / milliliter,,,,,,
171,298.15 kelvin,101.325 kilopascal,2,1,C(CCBr)CCl,1.0,,,,,1.3722071001448164 gram / milliliter,0.0004084107501006001 gram / milliliter,,,,,,
172,293.2195 kelvin,100.049 kilopascal,2,1,C(C(F)(F)F)F,1.0,,,,,1.1795463719532142 gram / milliliter,0.00043592164807946583 gram / milliliter,,,,,,
173,293.0 kelvin,101.325 kilopascal,2,1,C=CCCl,1.0,,,,,0.8635396611878993 gram / milliliter,0.00039436897913134727 gram / milliliter,,,,,,
174,303.15 kelvin,101.325 kilopascal,2,1,CN(C)CCO,1.0,,,,,0.9349433213432264 gram / milliliter,0.00021150168116608684 gram / milliliter,,,,,8.985782578925907 dimensionless,1.3088155362691436 dimensionless
175,298.15 kelvin,101.325 kilopascal,2,1,C1CCC(=O)C1,1.0,,,,,0.9282619231363527 gram / milliliter,0.0002864519101587277 gram / milliliter,,,,,8.012670931388197 dimensionless,0.535791024263486 dimensionless
176,303.28 kelvin,100.4 kilopascal,2,1,C(=C(F)F)(C(F)(F)F)F,1.0,,,,,1.1868225111283104 gram / milliliter,0.00044563469122545175 gram / milliliter,,,,,,
177,293.15 kelvin,101.325 kilopascal,2,1,c1ccoc1,1.0,,,,,0.954384835806022 gram / milliliter,0.00023078830674961543 gram / milliliter,,,,,,
178,298.15 kelvin,101.325 kilopascal,2,1,C(C(C(C(C(F)(F)Br)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F,1.0,,,,,1.897231113581105 gram / milliliter,0.0004482142089125892 gram / milliliter,,,,,,
179,289.15 kelvin,101.325 kilopascal,2,1,CC=O,1.0,,,,,0.7906679846323159 gram / milliliter,0.0003226612745075159 gram / milliliter,,,,,,
180,298.15 kelvin,101.0 kilopascal,2,1,CC(=O)c1cccs1,1.0,,,,,1.1445665628436217 gram / milliliter,0.0001278798280089878 gram / milliliter,,,,,16.327808655448088 dimensionless,1.3447521726902605 dimensionless
181,293.15 kelvin,101.0 kilopascal,2,1,C(C(Br)Br)(Br)Br,1.0,,,,,2.3765250709039982 gram / milliliter,0.00039214698984082146 gram / milliliter,,,,,,
182,298.15 kelvin,101.325 kilopascal,2,1,C(Cl)(Cl)(Cl)Br,1.0,,,,,1.8597686599914283 gram / milliliter,0.0003778739491628927 gram / milliliter,,,,,,
183,298.15 kelvin,101.0 kilopascal,2,1,c1cnc(nc1O)O,1.0,,,,,1.4536532623273628 gram / milliliter,0.0002468862147443761 gram / milliliter,,,,,,
184,303.15 kelvin,101.325 kilopascal,2,1,CSSC,1.0,,,,,0.9988167276525248 gram / milliliter,0.00035857980669979706 gram / milliliter,,,,,,
